------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	O         15.99899960
  4.	N         14.00699997
  5.	HE         4.00299978
  6.	AR        39.94800186
------------------------------


------------------------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       O       N      HE      AR


   1532. CH2OHCHO + C4H5  => H + CHOCHO + C4H6 
         k:       2.700000e+04	    2.00       4500.00


   1533. CH2OHCHO + C4H71-4  => H + CHOCHO + C4H8-1 
         k:       1.350000e+04	    2.00       6600.00


   1534. CH2OHCHO + C4H71-3  => H + CHOCHO + C4H8-2 
         k:       3.400000e+04	    2.00      13700.00


   1535. CH2OHCHO + IC4H7  => H + CHOCHO + IC4H8 
         k:       2.700000e+04	    2.00      13700.00


   1536. CH2OHCHO + C4H3  => H + CHOCHO + C4H4 
         k:       4.090000e+04	    2.00       5200.00


   1537. CH2OHCHO + C6H5  => H + CHOCHO + C6H6 
         k:       3.700000e+07	    1.00       2000.00


   1538. CH2OHCHO + C5H5  => H + CHOCHO + C5H6 
         k:       3.400000e+04	    2.00      14000.00


   1539. O + CH2OHCHO  => H + OH + CHOCHO 
         k:       2.350000e+06	    2.00       2500.00


   1540. O2 + CH2OHCHO  => H + HO2 + CHOCHO 
         k:       1.700000e+06	    2.00      44000.00


   1541. OH + CH2OHCHO  => H + H2O + CHOCHO 
         k:       1.500000e+09	    1.00         50.00


   1542. HO2 + CH2OHCHO  => H + H2O2 + CHOCHO 
         k:       8.000000e+05	    2.00      16000.00


   1543. CH3O + CH2OHCHO  => H + CH3OH + CHOCHO 
         k:       4.280000e+04	    2.00       1500.00


   1544. CH2OH + CH2OHCHO  => H + CH3OH + CHOCHO 
         k:       2.830000e+04	    2.00      10200.00


   1545. HCO + CH2OHCHO  => H + CH2O + CHOCHO 
         k:       1.260000e+05	    2.00      12300.00


   1546. CH3CO + CH2OHCHO  => H + CH3CHO + CHOCHO 
         k:       1.350000e+05	    2.00      14000.00


   1547. CH2CHO + CH2OHCHO  => H + CH3CHO + CHOCHO 
         k:       2.300000e+04	    2.00      11500.00


   1548. CH2OHCHO + C3H3  => H + CHOCHO + C3H4-A 
         k:       2.700000e+04	    2.00      14000.00


   1549. HCCO + CH2OHCHO  => H + CH2CO + CHOCHO 
         k:       4.280000e+04	    2.00       5200.00


   1550. H + CHOCHO  => H2 + CO + HCO 
         k:       2.400000e+07	    2.00       2573.61


   1551. CH3 + CHOCHO  => CO + CH4 + HCO 
         k:       2.400000e+05	    2.00       3516.32


   1552. C2H3 + CHOCHO  => CO + HCO + C2H4 
         k:       5.424000e+05	    2.00       2479.60


   1553. C2H5 + CHOCHO  => CO + HCO + C2H6 
         k:       1.600000e+05	    2.00       5128.01


   1554. CHOCHO + NC3H7  => CO + HCO + C3H8 
         k:       1.080000e+05	    2.00       5128.01


   1555. CHOCHO + IC3H7  => CO + HCO + C3H8 
         k:       1.080000e+05	    2.00       8184.45


   1556. CHOCHO + C3H5-S  => CO + HCO + C3H6 
         k:       2.160000e+05	    2.00       3044.41


   1557. CHOCHO + C3H5-T  => CO + HCO + C3H6 
         k:       2.160000e+05	    2.00       3044.41


   1558. CHOCHO + C3H5-A  => CO + HCO + C3H6 
         k:       4.312000e+05	    2.00      10972.41


   1559. CHOCHO + C4H5  => CO + HCO + C4H6 
         k:       2.160000e+05	    2.00       3044.41


   1560. CHOCHO + C4H71-4  => CO + HCO + C4H8-1 
         k:       1.080000e+05	    2.00       5032.93


   1561. CHOCHO + C4H71-3  => CO + HCO + C4H8-2 
         k:       2.720000e+05	    2.00      11840.29


   1562. CHOCHO + IC4H7  => CO + HCO + IC4H8 
         k:       2.160000e+05	    2.00      11840.29


   1563. CHOCHO + C4H3  => CO + HCO + C4H4 
         k:       3.272000e+05	    2.00       3705.38


   1564. CHOCHO + C6H5  => CO + HCO + C6H6 
         k:       2.960000e+08	    1.00        867.85


   1565. CHOCHO + C5H5  => CO + HCO + C5H6 
         k:       2.720000e+05	    2.00      12129.83


   1566. O + CHOCHO  => OH + CO + HCO 
         k:       1.880000e+07	    2.00       1169.32


   1567. O2 + CHOCHO  => HO2 + CO + HCO 
         k:       1.360000e+07	    2.00      41405.89


   1568. OH + CHOCHO  => H2O + CO + HCO 
         k:       1.200000e+10	    1.00       -855.10


   1569. HO2 + CHOCHO  => H2O2 + CO + HCO 
         k:       6.400000e+06	    2.00      14062.89


   1570. CH3O + CHOCHO  => CO + CH3OH + HCO 
         k:       3.424000e+05	    2.00        241.70


   1571. CH2OH + CHOCHO  => CO + CH3OH + HCO 
         k:       2.264000e+05	    2.00       8472.17


   1572. HCO + CHOCHO  => CO + CH2O + HCO 
         k:       1.008000e+06	    2.00      10490.75


   1573. CH3CO + CHOCHO  => CO + HCO + CH3CHO 
         k:       1.080000e+06	    2.00      12129.83


   1574. CH2CHO + CHOCHO  => CO + HCO + CH3CHO 
         k:       1.840000e+05	    2.00       9720.89


   1575. CHOCHO + C3H3  => CO + HCO + C3H4-A 
         k:       2.160000e+05	    2.00      12129.83


   1576. HCCO + CHOCHO  => CO + HCO + CH2CO 
         k:       3.424000e+05	    2.00       3705.38


   1577. H + HCOOH  => H2 + OH + CO 
         k:       1.500000e+06	    2.00       6349.34


   1578. CH3 + HCOOH  => OH + CO + CH4 
         k:       1.500000e+04	    2.00       7443.70


   1579. C2H3 + HCOOH  => OH + CO + C2H4 
         k:       3.390000e+04	    2.00       6239.48


   1580. C2H5 + HCOOH  => OH + CO + C2H6 
         k:       1.000000e+04	    2.00       9289.16


   1581. HCOOH + NC3H7  => OH + CO + C3H8 
         k:       6.750000e+03	    2.00       9289.16


   1582. HCOOH + IC3H7  => OH + CO + C3H8 
         k:       6.750000e+03	    2.00      12725.62


   1583. HCOOH + C3H5-S  => OH + CO + C3H6 
         k:       1.350000e+04	    2.00       6897.45


   1584. HCOOH + C3H5-T  => OH + CO + C3H6 
         k:       1.350000e+04	    2.00       6897.45


   1585. HCOOH + C3H5-A  => OH + CO + C3H6 
         k:       2.695000e+04	    2.00      15810.16


   1586. HCOOH + C4H5  => OH + CO + C4H6 
         k:       1.350000e+04	    2.00       6897.45


   1587. HCOOH + C4H71-4  => OH + CO + C4H8-1 
         k:       6.750000e+03	    2.00       9181.05


   1588. HCOOH + C4H71-3  => OH + CO + C4H8-2 
         k:       1.700000e+04	    2.00      16763.05


   1589. HCOOH + IC4H7  => OH + CO + IC4H8 
         k:       1.350000e+04	    2.00      16763.05


   1590. HCOOH + C4H3  => OH + CO + C4H4 
         k:       2.045000e+04	    2.00       7661.72


   1591. HCOOH + C6H5  => OH + CO + C6H6 
         k:       1.850000e+07	    1.00       3864.72


   1592. HCOOH + C5H5  => OH + CO + C5H6 
         k:       1.700000e+04	    2.00      17080.28


   1593. O + HCOOH  => 2OH + CO 
         k:       1.175000e+06	    2.00       4691.70


   1594. O2 + HCOOH  => OH + HO2 + CO 
         k:       8.500000e+05	    2.00      48272.65


   1595. OH + HCOOH  => H2O + OH + CO 
         k:       7.500000e+08	    1.00       1540.75


   1596. HO2 + HCOOH  => OH + H2O2 + CO 
         k:       4.000000e+05	    2.00      19190.53


   1597. CH3O + HCOOH  => OH + CO + CH3OH 
         k:       2.140000e+04	    2.00       3572.50


   1598. CH2OH + HCOOH  => OH + CO + CH3OH 
         k:       1.415000e+04	    2.00      13045.84


   1599. HCO + HCOOH  => OH + CO + CH2O 
         k:       6.300000e+04	    2.00      15279.95


   1600. CH3CO + HCOOH  => OH + CO + CH3CHO 
         k:       6.750000e+04	    2.00      17080.28


   1601. CH2CHO + HCOOH  => OH + CO + CH3CHO 
         k:       1.150000e+04	    2.00      14430.30


   1602. HCOOH + C3H3  => OH + CO + C3H4-A 
         k:       1.350000e+04	    2.00      17080.28


   1603. HCCO + HCOOH  => OH + CO + CH2CO 
         k:       2.140000e+04	    2.00       7661.72


   1604. H + HCOOH  => H2 + H + CO2 
         k:       1.500000e+06	    2.00       6349.34


   1605. CH3 + HCOOH  => H + CO2 + CH4 
         k:       1.500000e+04	    2.00       7443.70


   1606. C2H3 + HCOOH  => H + CO2 + C2H4 
         k:       3.390000e+04	    2.00       6239.48


   1607. C2H5 + HCOOH  => H + CO2 + C2H6 
         k:       1.000000e+04	    2.00       9289.16


   1608. HCOOH + NC3H7  => H + CO2 + C3H8 
         k:       6.750000e+03	    2.00       9289.16


   1609. HCOOH + IC3H7  => H + CO2 + C3H8 
         k:       6.750000e+03	    2.00      12725.62


   1610. HCOOH + C3H5-S  => H + CO2 + C3H6 
         k:       1.350000e+04	    2.00       6897.45


   1611. HCOOH + C3H5-T  => H + CO2 + C3H6 
         k:       1.350000e+04	    2.00       6897.45


   1612. HCOOH + C3H5-A  => H + CO2 + C3H6 
         k:       2.695000e+04	    2.00      15810.16


   1613. HCOOH + C4H5  => H + CO2 + C4H6 
         k:       1.350000e+04	    2.00       6897.45


   1614. HCOOH + C4H71-4  => H + CO2 + C4H8-1 
         k:       6.750000e+03	    2.00       9181.05


   1615. HCOOH + C4H71-3  => H + CO2 + C4H8-2 
         k:       1.700000e+04	    2.00      16763.05


   1616. HCOOH + IC4H7  => H + CO2 + IC4H8 
         k:       1.350000e+04	    2.00      16763.05


   1617. HCOOH + C4H3  => H + CO2 + C4H4 
         k:       2.045000e+04	    2.00       7661.72


   1618. HCOOH + C6H5  => H + CO2 + C6H6 
         k:       1.850000e+07	    1.00       3864.72


   1619. HCOOH + C5H5  => H + CO2 + C5H6 
         k:       1.700000e+04	    2.00      17080.28


   1620. O + HCOOH  => H + OH + CO2 
         k:       1.175000e+06	    2.00       4691.70


   1621. O2 + HCOOH  => H + HO2 + CO2 
         k:       8.500000e+05	    2.00      48272.65


   1622. OH + HCOOH  => H + H2O + CO2 
         k:       7.500000e+08	    1.00       1540.75


   1623. HO2 + HCOOH  => H + H2O2 + CO2 
         k:       4.000000e+05	    2.00      19190.53


   1624. CH3O + HCOOH  => H + CO2 + CH3OH 
         k:       2.140000e+04	    2.00       3572.50


   1625. CH2OH + HCOOH  => H + CO2 + CH3OH 
         k:       1.415000e+04	    2.00      13045.84


   1626. HCO + HCOOH  => H + CO2 + CH2O 
         k:       6.300000e+04	    2.00      15279.95


   1627. CH3CO + HCOOH  => H + CO2 + CH3CHO 
         k:       6.750000e+04	    2.00      17080.28


   1628. CH2CHO + HCOOH  => H + CO2 + CH3CHO 
         k:       1.150000e+04	    2.00      14430.30


   1629. HCOOH + C3H3  => H + CO2 + C3H4-A 
         k:       1.350000e+04	    2.00      17080.28


   1630. HCCO + HCOOH  => H + CO2 + CH2CO 
         k:       2.140000e+04	    2.00       7661.72


   1631. CH3 + CH3OCHO  => CH4 + CH2O + HCO 
         k:       1.350000e+05	    2.00       7443.70


   1632. C2H3 + CH3OCHO  => CH2O + HCO + C2H4 
         k:       3.051000e+05	    2.00       6239.48


   1633. C2H5 + CH3OCHO  => CH2O + HCO + C2H6 
         k:       9.000000e+04	    2.00       9289.16


   1634. CH3OCHO + NC3H7  => CH2O + HCO + C3H8 
         k:       6.075000e+04	    2.00       9289.16


   1635. CH3OCHO + IC3H7  => CH2O + HCO + C3H8 
         k:       6.075000e+04	    2.00      12725.62


   1636. CH3OCHO + C3H5-S  => CH2O + HCO + C3H6 
         k:       1.215000e+05	    2.00       6897.45


   1637. CH3OCHO + C3H5-T  => CH2O + HCO + C3H6 
         k:       1.215000e+05	    2.00       6897.45


   1638. CH3OCHO + C3H5-A  => CH2O + HCO + C3H6 
         k:       2.425500e+05	    2.00      15810.16


   1639. CH3OCHO + C4H5  => CH2O + HCO + C4H6 
         k:       1.215000e+05	    2.00       6897.45


   1640. CH3OCHO + C4H71-4  => CH2O + HCO + C4H8-1 
         k:       6.075000e+04	    2.00       9181.05


   1641. CH3OCHO + C4H71-3  => CH2O + HCO + C4H8-2 
         k:       1.530000e+05	    2.00      16763.05


   1642. CH3OCHO + IC4H7  => CH2O + HCO + IC4H8 
         k:       1.215000e+05	    2.00      16763.05


   1643. CH3OCHO + C4H3  => CH2O + HCO + C4H4 
         k:       1.840500e+05	    2.00       7661.72


   1644. CH3OCHO + C6H5  => CH2O + HCO + C6H6 
         k:       1.665000e+08	    1.00       3864.72


   1645. CH3OCHO + C5H5  => CH2O + HCO + C5H6 
         k:       1.530000e+05	    2.00      17080.28


   1646. O + CH3OCHO  => OH + CH2O + HCO 
         k:       1.057500e+07	    2.00       4691.70


   1647. O2 + CH3OCHO  => HO2 + CH2O + HCO 
         k:       7.650000e+06	    2.00      48272.65


   1648. OH + CH3OCHO  => H2O + CH2O + HCO 
         k:       6.750000e+09	    1.00       1540.75


   1649. HO2 + CH3OCHO  => H2O2 + CH2O + HCO 
         k:       3.600000e+06	    2.00      19190.53


   1650. CH3O + CH3OCHO  => CH3OH + CH2O + HCO 
         k:       1.926000e+05	    2.00       3572.50


   1651. CH2OH + CH3OCHO  => CH3OH + CH2O + HCO 
         k:       1.273500e+05	    2.00      13045.84


   1652. HCO + CH3OCHO  => 2CH2O + HCO 
         k:       5.670000e+05	    2.00      15279.95


   1653. CH3CO + CH3OCHO  => CH2O + HCO + CH3CHO 
         k:       6.075000e+05	    2.00      17080.28


   1654. CH2CHO + CH3OCHO  => CH2O + HCO + CH3CHO 
         k:       1.035000e+05	    2.00      14430.30


   1655. CH3OCHO + C3H3  => CH2O + HCO + C3H4-A 
         k:       1.215000e+05	    2.00      17080.28


   1656. HCCO + CH3OCHO  => CH2O + HCO + CH2CO 
         k:       1.926000e+05	    2.00       7661.72


   1657. CH3 + CH3OCHO  => CH4 + CH3OCO 
         k:       4.500000e+04	    2.00       7443.70


   1658. C2H3 + CH3OCHO  => C2H4 + CH3OCO 
         k:       1.017000e+05	    2.00       6239.48


   1659. C2H5 + CH3OCHO  => C2H6 + CH3OCO 
         k:       3.000000e+04	    2.00       9289.16


   1660. CH3OCHO + NC3H7  => CH3OCO + C3H8 
         k:       2.025000e+04	    2.00       9289.16


   1661. CH3OCHO + IC3H7  => CH3OCO + C3H8 
         k:       2.025000e+04	    2.00      12725.62


   1662. CH3OCHO + C3H5-S  => CH3OCO + C3H6 
         k:       4.050000e+04	    2.00       6897.45


   1663. CH3OCHO + C3H5-T  => CH3OCO + C3H6 
         k:       4.050000e+04	    2.00       6897.45


   1664. CH3OCHO + C3H5-A  => CH3OCO + C3H6 
         k:       8.085000e+04	    2.00      15810.16


   1665. CH3OCHO + C4H5  => CH3OCO + C4H6 
         k:       4.050000e+04	    2.00       6897.45


   1666. CH3OCHO + C4H71-4  => CH3OCO + C4H8-1 
         k:       2.025000e+04	    2.00       9181.05


   1667. CH3OCHO + C4H71-3  => CH3OCO + C4H8-2 
         k:       5.100000e+04	    2.00      16763.05


   1668. CH3OCHO + IC4H7  => CH3OCO + IC4H8 
         k:       4.050000e+04	    2.00      16763.05


   1669. CH3OCHO + C4H3  => CH3OCO + C4H4 
         k:       6.135000e+04	    2.00       7661.72


   1670. CH3OCHO + C6H5  => CH3OCO + C6H6 
         k:       5.550000e+07	    1.00       3864.72


   1671. CH3OCHO + C5H5  => CH3OCO + C5H6 
         k:       5.100000e+04	    2.00      17080.28


   1672. O + CH3OCHO  => OH + CH3OCO 
         k:       3.525000e+06	    2.00       4691.70


   1673. O2 + CH3OCHO  => HO2 + CH3OCO 
         k:       2.550000e+06	    2.00      48272.65


   1674. OH + CH3OCHO  => H2O + CH3OCO 
         k:       2.250000e+09	    1.00       1540.75


   1675. HO2 + CH3OCHO  => H2O2 + CH3OCO 
         k:       1.200000e+06	    2.00      19190.53


   1676. CH3O + CH3OCHO  => CH3OH + CH3OCO 
         k:       6.420000e+04	    2.00       3572.50


   1677. CH2OH + CH3OCHO  => CH3OH + CH3OCO 
         k:       4.245000e+04	    2.00      13045.84


   1678. HCO + CH3OCHO  => CH2O + CH3OCO 
         k:       1.890000e+05	    2.00      15279.95


   1679. CH3CO + CH3OCHO  => CH3CHO + CH3OCO 
         k:       2.025000e+05	    2.00      17080.28


   1680. CH2CHO + CH3OCHO  => CH3CHO + CH3OCO 
         k:       3.450000e+04	    2.00      14430.30


   1681. CH3OCHO + C3H3  => CH3OCO + C3H4-A 
         k:       4.050000e+04	    2.00      17080.28


   1682. HCCO + CH3OCHO  => CH2CO + CH3OCO 
         k:       6.420000e+04	    2.00       7661.72


   1683. CH3O2H + C3H5-S  => CH3O2 + C3H6 
         k:       5.400000e+04	    2.00       4500.00


   1684. CH3O2H + C3H5-T  => CH3O2 + C3H6 
         k:       5.400000e+04	    2.00       4500.00


   1685. CH3O2H + C4H5  => CH3O2 + C4H6 
         k:       5.400000e+04	    2.00       4500.00


   1686. CH3O2H + C4H71-3  => CH3O2 + C4H8-2 
         k:       6.800000e+04	    2.00      13700.00


   1687. CH3O2H + C4H3  => CH3O2 + C4H4 
         k:       8.180000e+04	    2.00       5200.00


   1688. CH3O2H + C6H5  => CH3O2 + C6H6 
         k:       7.400000e+07	    1.00       2000.00


   1689. CH3O2H + C5H5  => CH3O2 + C5H6 
         k:       6.800000e+04	    2.00      14000.00


   1690. O + CH3O2H  => OH + CH3O2 
         k:       4.700000e+06	    2.00       2500.00


   1691. OH + CH3O2H  => H2O + CH3O2 
         k:       3.000000e+09	    1.00         50.00


   1692. CH3O2H + CH3O  => CH3O2 + CH3OH 
         k:       8.560000e+04	    2.00       1500.00


   1693. CH3O2H + CH2CHO  => CH3O2 + CH3CHO 
         k:       4.600000e+04	    2.00      11500.00


   1694. CH3O2H + HCCO  => CH3O2 + CH2CO 
         k:       8.560000e+04	    2.00       5200.00


   1695. H + C2H5O2H  => H2 + 0.5OH + 0.5C2H5O2 + 0.5CH3CHO 
         k:       1.200000e+07	    2.00       4000.00


   1696. CH3 + C2H5O2H  => 0.5OH + CH4 + 0.5C2H5O2 + 0.5CH3CHO 
         k:       1.200000e+05	    2.00       5000.00


   1697. C2H5O2H + C2H3  => 0.5OH + 0.5C2H5O2 + C2H4 + 0.5CH3CHO 
         k:       2.712000e+05	    2.00       3900.00


   1698. C2H5 + C2H5O2H  => 0.5OH + C2H6 + 0.5C2H5O2 + 0.5CH3CHO 
         k:       8.000000e+04	    2.00       6700.00


   1699. C2H5O2H + NC3H7  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C3H8 
         k:       5.400000e+04	    2.00       6700.00


   1700. C2H5O2H + IC3H7  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C3H8 
         k:       5.400000e+04	    2.00       9900.00


   1701. C2H5O2H + C3H5-S  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C3H6 
         k:       1.080000e+05	    2.00       4500.00


   1702. C2H5O2H + C3H5-T  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C3H6 
         k:       1.080000e+05	    2.00       4500.00


   1703. C2H5O2H + C3H5-A  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C3H6 
         k:       2.156000e+05	    2.00      12800.00


   1704. C2H5O2H + C4H5  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C4H6 
         k:       1.080000e+05	    2.00       4500.00


   1705. C2H5O2H + C4H71-4  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C4H8-1 
         k:       5.400000e+04	    2.00       6600.00


   1706. C2H5O2H + C4H71-3  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C4H8-2 
         k:       1.360000e+05	    2.00      13700.00


   1707. C2H5O2H + IC4H7  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + IC4H8 
         k:       1.080000e+05	    2.00      13700.00


   1708. C2H5O2H + C4H3  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C4H4 
         k:       1.636000e+05	    2.00       5200.00


   1709. C2H5O2H + C6H5  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C6H6 
         k:       1.480000e+08	    1.00       2000.00


   1710. C2H5O2H + C5H5  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C5H6 
         k:       1.360000e+05	    2.00      14000.00


   1711. O + C2H5O2H  => 1.5OH + 0.5C2H5O2 + 0.5CH3CHO 
         k:       9.400000e+06	    2.00       2500.00


   1712. O2 + C2H5O2H  => 0.5OH + HO2 + 0.5C2H5O2 + 0.5CH3CHO 
         k:       6.800000e+06	    2.00      44000.00


   1713. OH + C2H5O2H  => H2O + 0.5OH + 0.5C2H5O2 + 0.5CH3CHO 
         k:       6.000000e+09	    1.00         50.00


   1714. HO2 + C2H5O2H  => 0.5OH + H2O2 + 0.5C2H5O2 + 0.5CH3CHO 
         k:       3.200000e+06	    2.00      16000.00


   1715. CH3O + C2H5O2H  => 0.5OH + CH3OH + 0.5C2H5O2 + 0.5CH3CHO 
         k:       1.712000e+05	    2.00       1500.00


   1716. CH2OH + C2H5O2H  => 0.5OH + CH3OH + 0.5C2H5O2 + 0.5CH3CHO 
         k:       1.132000e+05	    2.00      10200.00


   1717. HCO + C2H5O2H  => 0.5OH + CH2O + 0.5C2H5O2 + 0.5CH3CHO 
         k:       5.040000e+05	    2.00      12300.00


   1718. C2H5O2H + CH3CO  => 0.5OH + 0.5C2H5O2 + 1.5CH3CHO 
         k:       5.400000e+05	    2.00      14000.00


   1719. C2H5O2H + CH2CHO  => 0.5OH + 0.5C2H5O2 + 1.5CH3CHO 
         k:       9.200000e+04	    2.00      11500.00


   1720. C2H5O2H + C3H3  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + C3H4-A 
         k:       1.080000e+05	    2.00      14000.00


   1721. C2H5O2H + HCCO  => 0.5OH + 0.5C2H5O2 + 0.5CH3CHO + CH2CO 
         k:       1.712000e+05	    2.00       5200.00


   1722. H + C2H3CHO  => H2 + CO + C2H3 
         k:       2.160000e+07	    2.00       2573.61


   1723. CH3 + C2H3CHO  => CO + CH4 + C2H3 
         k:       2.160000e+05	    2.00       3516.32


   1724. C2H3 + C2H3CHO  => CO + C2H4 + C2H3 
         k:       4.881600e+05	    2.00       2479.60


   1725. C2H5 + C2H3CHO  => CO + C2H6 + C2H3 
         k:       1.440000e+05	    2.00       5128.01


   1726. NC3H7 + C2H3CHO  => CO + C2H3 + C3H8 
         k:       9.720000e+04	    2.00       5128.01


   1727. IC3H7 + C2H3CHO  => CO + C2H3 + C3H8 
         k:       9.720000e+04	    2.00       8184.45


   1728. C3H5-S + C2H3CHO  => CO + C2H3 + C3H6 
         k:       1.944000e+05	    2.00       3044.41


   1729. C3H5-T + C2H3CHO  => CO + C2H3 + C3H6 
         k:       1.944000e+05	    2.00       3044.41


   1730. C3H5-A + C2H3CHO  => CO + C2H3 + C3H6 
         k:       3.880800e+05	    2.00      10972.41


   1731. C2H3CHO + C4H5  => CO + C2H3 + C4H6 
         k:       1.944000e+05	    2.00       3044.41


   1732. C2H3CHO + C4H71-4  => CO + C2H3 + C4H8-1 
         k:       9.720000e+04	    2.00       5032.93


   1733. C2H3CHO + C4H71-3  => CO + C2H3 + C4H8-2 
         k:       2.448000e+05	    2.00      11840.29


   1734. C2H3CHO + IC4H7  => CO + C2H3 + IC4H8 
         k:       1.944000e+05	    2.00      11840.29


   1735. C2H3CHO + C4H3  => CO + C2H3 + C4H4 
         k:       2.944800e+05	    2.00       3705.38


   1736. C2H3CHO + C6H5  => CO + C2H3 + C6H6 
         k:       2.664000e+08	    1.00        867.85


   1737. C2H3CHO + C5H5  => CO + C2H3 + C5H6 
         k:       2.448000e+05	    2.00      12129.83


   1738. O + C2H3CHO  => OH + CO + C2H3 
         k:       1.692000e+07	    2.00       1169.32


   1739. O2 + C2H3CHO  => HO2 + CO + C2H3 
         k:       1.224000e+07	    2.00      41405.89


   1740. HO2 + C2H3CHO  => H2O2 + CO + C2H3 
         k:       5.760000e+06	    2.00      14062.89


   1741. CH3O + C2H3CHO  => CO + CH3OH + C2H3 
         k:       3.081600e+05	    2.00        241.70


   1742. CH2OH + C2H3CHO  => CO + CH3OH + C2H3 
         k:       2.037600e+05	    2.00       8472.17


   1743. HCO + C2H3CHO  => CO + CH2O + C2H3 
         k:       9.072000e+05	    2.00      10490.75


   1744. CH3CO + C2H3CHO  => CO + C2H3 + CH3CHO 
         k:       9.720000e+05	    2.00      12129.83


   1745. CH2CHO + C2H3CHO  => CO + C2H3 + CH3CHO 
         k:       1.656000e+05	    2.00       9720.89


   1746. C3H3 + C2H3CHO  => CO + C2H3 + C3H4-A 
         k:       1.944000e+05	    2.00      12129.83


   1747. HCCO + C2H3CHO  => CO + C2H3 + CH2CO 
         k:       3.081600e+05	    2.00       3705.38


   1748. H + C3H6O  => H2 + 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 
         k:       4.500000e+06	    2.00       4000.00


   1749. CH3 + C3H6O  => CH4 + 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 
         k:       4.500000e+04	    2.00       5000.00


   1750. C2H3 + C3H6O  => 0.3HCO + 1.3C2H4 + 0.7CH3COCH2 
         k:       1.017000e+05	    2.00       3900.00


   1751. C2H5 + C3H6O  => 0.3HCO + C2H6 + 0.3C2H4 + 0.7CH3COCH2 
         k:       3.000000e+04	    2.00       6700.00


   1752. NC3H7 + C3H6O  => 0.3HCO + 0.3C2H4 + C3H8 + 0.7CH3COCH2 
         k:       2.025000e+04	    2.00       6700.00


   1753. IC3H7 + C3H6O  => 0.3HCO + 0.3C2H4 + C3H8 + 0.7CH3COCH2 
         k:       2.025000e+04	    2.00       9900.00


   1754. C3H5-S + C3H6O  => 0.3HCO + 0.3C2H4 + C3H6 + 0.7CH3COCH2 
         k:       4.050000e+04	    2.00       4500.00


   1755. C3H5-T + C3H6O  => 0.3HCO + 0.3C2H4 + C3H6 + 0.7CH3COCH2 
         k:       4.050000e+04	    2.00       4500.00


   1756. C3H5-A + C3H6O  => 0.3HCO + 0.3C2H4 + C3H6 + 0.7CH3COCH2 
         k:       8.085000e+04	    2.00      12800.00


   1757. C3H6O + C4H5  => 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 + C4H6 
         k:       4.050000e+04	    2.00       4500.00


   1758. C3H6O + C4H71-4  => 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 + C4H8-1 
         k:       2.025000e+04	    2.00       6600.00


   1759. C3H6O + C4H71-3  => 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 + C4H8-2 
         k:       5.100000e+04	    2.00      13700.00


   1760. C3H6O + IC4H7  => 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 + IC4H8 
         k:       4.050000e+04	    2.00      13700.00


   1761. C3H6O + C4H3  => 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 + C4H4 
         k:       6.135000e+04	    2.00       5200.00


   1762. C3H6O + C6H5  => 0.3HCO + 0.3C2H4 + 0.7CH3COCH2 + C6H6 
         k:       5.550000e+07	    1.00       2000.00


